,id,company,industries,hq,founded date,last funding date,last funding amount,last funding type,total funding amount,status
8461,8461,"Anova Data, Inc.","Hardware, Mobile","Westford, Massachusetts, United States",6/1/15,4/11/16,2500000,Series C,2500000,Operating
8462,8462,Antiva Biosciences,"Biotechnology, Science and Engineering, Health Care","Del Mar, California, United States",1/1/12,3/28/17,22000000,Series C,41346025,Operating
8463,8463,AOBiome,"Biotechnology, Science and Engineering, Health Care","Newton, Massachusetts, United States",1/1/13,1/5/17,30000000,Series C,38706513,Operating
8464,8464,Arivale,"Sports, Health Care","Seattle, Washington, United States",1/1/14,6/14/17,13600000,Series C,52600000,Operating
8465,8465,ARMO BioSciences,"Biotechnology, Science and Engineering, Health Care","Redwood City, California, United States",1/1/13,2/10/16,50000000,Series C,100000000,Operating
8466,8466,Athos,"Hardware, Consumer Electronics, Sports, Health Care, Clothing and Apparel, Design","Redwood City, California, United States",1/1/12,11/18/15,35000000,Series C,50700000,Operating
8467,8467,Audentes Therapeutics,"Biotechnology, Science and Engineering, Health Care","San Francisco, California, United States",1/1/13,10/13/15,65000000,Series C,137500000,Operating
8468,8468,"August Home, Inc.","Hardware, Consumer Electronics, Real Estate, Internet Services","San Francisco, California, United States",11/29/12,7/26/17,25000000,Series C,73000000,Operating
8469,8469,Auth0,"Information Technology, Software, Privacy and Security","Bellevue, Washington, United States",2/1/13,6/27/17,30000000,Series C,54275000,Operating
8470,8470,AVIA,Health Care,"Chicago, Illinois, United States",1/1/12,8/11/16,7200000,Series C,19100000,Operating
8471,8471,Axonics Modulation Technologies,"Software, Health Care","Irvine, California, United States",1/1/12,7/6/17,20500000,Series C,123400000,Operating
8472,8472,Barefoot Networks,"Hardware, Consumer Electronics","Palo Alto, California, United States",5/1/13,11/22/16,23000000,Series C,155353678,Operating
8473,8473,Bitglass,"Information Technology, Privacy and Security, Mobile","Campbell, California, United States",1/1/13,1/6/17,45000000,Series C,80050000,Operating
8474,8474,"BlueData Software, Inc.","Data and Analytics, Software","Santa Clara, California, United States",1/1/12,8/25/15,20000000,Series C,39000000,Operating
8475,8475,Boxed,"Apps, Commerce and Shopping, Software, Mobile","Edison, New Jersey, United States",6/1/13,1/20/16,100000000,Series C,132600000,Operating
8476,8476,Branch,"Apps, Data and Analytics, Software, Sales and Marketing, Mobile","Palo Alto, California, United States",4/15/14,4/10/17,60000000,Series C,113050000,Operating
8477,8477,BrightBytes,"Data and Analytics, Education","San Francisco, California, United States",3/1/12,7/21/15,33000000,Series C,51470000,Operating
8478,8478,Cadre,"Commerce and Shopping, Real Estate, Financial Services","New York, New York, United States",9/11/14,6/6/17,65000000,Series C,133300000,Operating
8479,8479,CafeX Communications,"Hardware, Software","New York, New York, United States",1/1/13,1/26/17,18000000,Series C,49540450,Operating
8480,8480,Carbon,"Manufacturing, Science and Engineering, Hardware, Software","Redwood City, California, United States",1/1/13,9/15/16,81000000,Series C,222000000,Operating
8481,8481,Carvana,"Commerce and Shopping, Transportation, Internet Services, Financial Services","Phoenix, Arizona, United States",1/1/13,8/10/16,160000000,Series C,300000000,IPO
8482,8482,Casper,"Hardware, Commerce and Shopping, Community and Lifestyle","New York, New York, United States",11/1/13,6/18/17,170000000,Series C,239700000,Operating
8483,8483,Chain,"Community and Lifestyle, Professional Services, Financial Services","San Francisco, California, United States",1/1/14,9/9/15,30000000,Series C,43700000,Operating
8484,8484,cheddar,"Media and Entertainment, Video, Content and Publishing","New York, New York, United States",1/1/16,5/17/17,19000000,Series C,32000000,Operating
8485,8485,CircleUp,"Financial Services, Lending and Investments","San Francisco, California, United States",4/18/12,11/11/15,30000000,Series C,53000000,Operating
8486,8486,ClassPass,"Apps, Software, Sports, Health Care","New York, New York, United States",1/1/13,6/16/17,70000000,Series C,154000000,Operating
8487,8487,Clutter,Real Estate,"Culver City, California, United States",1/1/13,6/13/17,64000000,Series C,96300000,Operating
8488,8488,CNEX Labs,"Science and Engineering, Hardware, Information Technology, Data and Analytics, Software, Internet Services, Privacy and Security","San Jose, California, United States",1/1/13,5/30/17,1823000,Series C,62723000,Operating
8489,8489,Cohesity,"Hardware, Information Technology, Data and Analytics, Software","Santa Clara, California, United States",6/1/13,4/4/17,90000000,Series C,160000000,Operating
8490,8490,Collective Health,"Information Technology, Data and Analytics, Health Care","San Francisco, California, United States",10/31/13,10/20/15,81000000,Series C,119000000,Operating
8491,8491,Color Genomics,"Biotechnology, Science and Engineering, Data and Analytics, Software, Health Care, Artificial Intelligence, Design","Burlingame, California, United States",1/1/13,8/16/17,52000000,Series C,150548112,Operating
8492,8492,Confluent,"Data and Analytics, Software","Palo Alto, California, United States",9/23/14,3/7/17,50000000,Series C,80900000,Operating
8493,8493,Convercent,"Data and Analytics, Software, Financial Services","Denver, Colorado, United States",1/29/13,2/10/17,10000000,Series C,56724998,Operating
8494,8494,CrossChx,"Information Technology, Software, Health Care, Privacy and Security","Columbus, Ohio, United States",6/5/12,4/6/16,15000000,Series C,35000000,Operating
8495,8495,CS Disco,"Information Technology, Software, Professional Services","Houston, Texas, United States",1/1/12,8/2/16,18575000,Series C,30575000,Operating
8496,8496,Curalate,"Media and Entertainment, Data and Analytics, Sales and Marketing, Internet Services","Philadelphia, Pennsylvania, United States",1/1/12,2/2/16,27500000,Series C,39850000,Operating
8497,8497,CYNGN,"Science and Engineering, Data and Analytics, Software, Transportation, Artificial Intelligence","Palo Alto, California, United States",1/1/13,3/23/15,85000000,Series C,115000000,Operating
8498,8498,DataGravity,"Information Technology, Software","Nashua, New Hampshire, United States",1/1/12,12/8/14,50000000,Series C,92000000,Was Acquired
8499,8499,DataRobot,"Science and Engineering, Information Technology, Data and Analytics, Software, Artificial Intelligence","Boston, Massachusetts, United States",6/1/12,7/27/17,67180000,Series C,124598000,Operating
8500,8500,Datical,"Information Technology, Data and Analytics, Software","Austin, Texas, United States",1/1/12,6/1/17,2104369,Series C,17014369,Operating
8501,8501,Datorama,"Data and Analytics, Software, Sales and Marketing, Advertising","New York, New York, United States",7/1/12,9/12/16,32000000,Series C,50000000,Operating
8502,8502,Datrium,"Hardware, Software","Sunnyvale, California, United States",1/1/12,12/5/16,55000000,Series C,110000000,Operating
8503,8503,DoorDash,"Administrative Services, Transportation, Mobile","San Francisco, California, United States",1/1/13,3/22/16,127000000,Series C,186700000,Operating
8504,8504,Duetto,"Travel and Tourism, Commerce and Shopping, Media and Entertainment, Data and Analytics, Software, Internet Services, Content and Publishing","San Francisco, California, United States",2/24/12,8/4/15,30000000,Series C,63200000,Operating
8505,8505,Edgecase (formerly Compare Metrics),"Commerce and Shopping, Software","Austin, Texas, United States",1/1/12,10/28/15,7500000,Series C,15500000,Was Acquired
8506,8506,Effector Therapeutics,"Biotechnology, Science and Engineering, Health Care","San Diego, California, United States",1/1/12,7/24/17,38600000,Series C,139600000,Operating
8507,8507,Elastic,"Software, Internet Services","Mountain View, California, United States",2/1/12,6/5/14,70000000,Series C,104000000,Operating
8508,8508,Ember Technologies,"Hardware, Consumer Electronics, Food and Beverage, Consumer Goods","Westlake Village, California, United States",1/1/12,8/23/17,13000000,Series C,24022200,Operating
8509,8509,Epic!,"Media and Entertainment, Education, Content and Publishing","Redwood City, California, United States",1/1/14,5/30/17,8000000,Series C,21450011,Operating
8510,8510,Exabeam,"Information Technology, Privacy and Security","San Mateo, California, United States",1/1/13,2/7/17,30000000,Series C,65000000,Operating
8511,8511,Farmers Business Network,"Agriculture and Farming, Science and Engineering, Hardware, Data and Analytics, Software, Internet Services","San Carlos, California, United States",1/1/14,3/7/17,40000000,Series C,83900000,Operating
8512,8512,FarmLogs,"Agriculture and Farming, Data and Analytics, Software, Internet Services","Ann Arbor, Michigan, United States",1/1/12,1/11/17,22000000,Series C,37000000,Operating
8513,8513,FiscalNote,"Information Technology, Data and Analytics, Software, Government and Military, Professional Services, Artificial Intelligence, Design","Washington, District of Columbia, United States",4/1/13,2/2/16,10000000,Series C,28231500,Operating
8514,8514,Flatiron Health,"Software, Health Care, Internet Services","New York, New York, United States",6/1/12,1/6/16,175000000,Series C,313000000,Operating
8515,8515,Forter,"Commerce and Shopping, Data and Analytics, Payments, Privacy and Security, Financial Services","New York, New York, United States",1/1/13,4/21/16,32000000,Series C,50000000,Operating
8516,8516,Freshly,"Commerce and Shopping, Food and Beverage, Transportation, Internet Services","New York, New York, United States",1/1/12,6/20/17,77000000,Series C,107000000,Operating
8517,8517,fuboTV,"Media and Entertainment, Sports","New York, New York, United States",6/2/14,6/19/17,55000000,Series C,75575000,Operating
8518,8518,Fundbox,"Data and Analytics, Software, Payments, Financial Services","San Francisco, California, United States",2/1/12,9/10/15,50000000,Series C,107500000,Operating
8519,8519,Gainspeed,"Hardware, Media and Entertainment, Video","Sunnyvale, California, United States",1/1/12,6/2/15,12500000,Series C,60771995,Was Acquired
8520,8520,Gladly Software,"Hardware, Information Technology, Consumer Electronics, Software","San Francisco, California, United States",1/1/14,4/20/17,36000000,Series C,63000000,Operating
8521,8521,Glint,"Software, Professional Services","Redwood City, California, United States",9/1/13,11/10/16,10000000,Series C,59500000,Operating
8522,8522,Gravie,"Health Care, Financial Services","Minneapolis, Minnesota, United States",1/1/13,7/19/17,14100000,Series C,40700767,Operating
8523,8523,Greenhouse Software,"Software, Professional Services","New York, New York, United States",1/1/12,8/24/15,35000000,Series C,60130270,Operating
8524,8524,HackerOne,"Hardware, Information Technology, Consumer Electronics, Internet Services, Privacy and Security","San Francisco, California, United States",1/1/12,2/8/17,40000000,Series C,74000000,Operating
8525,8525,Handy,"Apps, Real Estate, Software","Manhattan, New York, United States",1/1/12,11/2/15,50000000,Series C,110728926,Operating
8526,8526,Hedvig,"Hardware, Consumer Electronics, Software, Internet Services","Santa Clara, California, United States",1/1/12,3/2/17,21500000,Series C,52000000,Operating
8527,8527,Hired,"Professional Services, Internet Services","San Francisco, California, United States",5/1/12,11/9/16,30000000,Series C,102700000,Operating
8528,8528,HoneyBook,"Apps, Media and Entertainment, Events, Software","San Francisco, California, United States",5/1/13,6/8/16,14000000,Series C,46000000,Operating
8529,8529,Hyphenate Inc.,"Apps, Information Technology, Software, Internet Services, Messaging and Telecommunications, Mobile","San Francisco, California, United States",4/24/15,11/29/16,13500000,Series C,13500000,Operating
8530,8530,Indigo,"Agriculture and Farming, Sustainability","Cambridge, Massachusetts, United States",1/1/14,7/21/16,100000000,Series C,156000000,Operating
8531,8531,Innovium Inc,"Hardware, Information Technology, Software, Design","San Jose, California, United States",12/18/14,3/14/17,38300000,Series C,88300000,Operating
8532,8532,Interana,"Hardware, Consumer Electronics, Data and Analytics","Redwood City, California, United States",1/1/13,11/1/16,18000000,Series C,46199999,Operating
8533,8533,Jaunt,"Hardware, Media and Entertainment, Software","Palo Alto, California, United States",5/1/13,9/21/15,65000000,Series C,100210000,Operating
8534,8534,Juicero,"Food and Beverage, Health Care","San Francisco, California, United States",1/1/13,4/1/16,28000000,Series C,118500000,Operating
8535,8535,Justworks,"Software, Health Care, Internet Services","New York, New York, United States",10/1/12,3/10/16,33000000,Series C,53000000,Operating
8536,8536,Kamcord,"Media and Entertainment, Software, Internet Services, Video, Content and Publishing, Mobile","San Francisco, California, United States",4/1/12,4/25/16,10000000,Series C,35270000,Operating
